EmployeeID,Name,Age,Gender,Department,JobRole,Salary,HireDate,ExitDate,PerformanceRating
EMP070,Employee_70,31,Female,HR,Recruiter,42817,2018-08-06,,3
EMP071,Employee_71,48,Female,Sales,Sales Representative,116105,2021-07-30,,1
EMP072,Employee_72,59,Female,HR,HR Manager,78065,2021-12-07,,3
EMP073,Employee_73,43,Male,Operations,Operations Manager,65285,2020-06-04,,2
EMP074,Employee_74,54,Female,Operations,Operations Manager,52258,2020-11-19,,5
EMP075,Employee_75,60,Non-binary,Operations,Coordinator,48469,2023-05-31,,2
EMP076,Employee_76,40,Male,Marketing,Content Writer,41530,2021-09-27,,3
EMP077,Employee_77,26,Non-binary,Sales,Account Manager,60439,2022-02-24,,4
EMP078,Employee_78,50,Non-binary,Finance,Finance Manager,99702,2022-12-14,,5
EMP079,Employee_79,28,Female,Marketing,Marketing Manager,99012,2021-11-14,,2
EMP080,Employee_80,49,Female,Operations,Project Manager,109569,2019-02-13,,1
EMP081,Employee_81,50,Male,Engineering,Software Engineer,65930,2021-05-08,,3
EMP082,Employee_82,31,Non-binary,Engineering,QA Engineer,90341,2023-05-22,,5
EMP083,Employee_83,28,Male,HR,Recruiter,75564,2018-10-18,,4
EMP084,Employee_84,48,Female,Operations,Operations Manager,79877,2022-12-31,,3
EMP085,Employee_85,60,Non-binary,HR,HR Manager,82205,2018-02-23,,1
EMP086,Employee_86,26,Female,Operations,Project Manager,49219,2020-02-27,,2
EMP087,Employee_87,60,Male,Operations,Operations Manager,80449,2019-07-13,2021-03-06,3
EMP088,Employee_88,59,Non-binary,Finance,Financial Analyst,63051,2018-09-06,,4
EMP089,Employee_89,38,Non-binary,Engineering,Software Engineer,94681,2023-12-15,,5
EMP090,Employee_90,31,Female,Finance,Financial Analyst,44184,2020-03-20,,2
EMP091,Employee_91,22,Non-binary,HR,HR Specialist,50530,2018-05-31,,1
EMP092,Employee_92,38,Female,Finance,Finance Manager,88975,2020-04-12,,1
EMP093,Employee_93,53,Non-binary,Finance,Financial Analyst,115847,2018-04-17,,3
EMP094,Employee_94,26,Non-binary,Operations,Operations Manager,52718,2019-02-04,,2
EMP095,Employee_95,40,Male,Sales,Sales Executive,70588,2019-08-23,,1
EMP096,Employee_96,56,Female,Marketing,Marketing Manager,65003,2018-08-01,,1
EMP097,Employee_97,33,Non-binary,Marketing,Marketing Manager,119082,2021-11-12,,2
EMP098,Employee_98,56,Male,Finance,Financial Analyst,80663,2020-04-16,,1
EMP099,Employee_99,48,Non-binary,Sales,Sales Representative,106443,2020-07-09,,5
EMP100,Employee_100,48,Non-binary,Marketing,SEO Specialist,42662,2022-12-01,,5
EMP101,Employee_101,56,Non-binary,Engineering,Technical Lead,105331,2023-11-25,,2
EMP102,Employee_102,41,Non-binary,Sales,Sales Executive,61476,2020-07-21,2023-05-04,2
EMP103,Employee_103,47,Non-binary,Marketing,Marketing Manager,95858,2019-08-29,,4
EMP104,Employee_104,54,Female,HR,HR Manager,79477,2018-10-18,,4
EMP105,Employee_105,35,Non-binary,Sales,Sales Executive,43970,2019-05-10,,2
EMP106,Employee_106,44,Male,Sales,Sales Representative,44360,2020-10-28,,3
EMP107,Employee_107,50,Non-binary,HR,HR Specialist,43640,2023-01-14,,1
EMP108,Employee_108,38,Female,Finance,Finance Manager,97479,2022-01-22,2023-03-12,3
EMP109,Employee_109,51,Female,Marketing,Marketing Manager,66283,2018-03-29,,2
EMP110,Employee_110,30,Female,Engineering,Technical Lead,56633,2018-03-23,,4
EMP111,Employee_111,45,Female,Sales,Sales Representative,73328,2022-12-06,,2
EMP112,Employee_112,27,Male,Sales,Sales Executive,95419,2023-12-19,,5
EMP113,Employee_113,36,Male,Operations,Operations Manager,40114,2018-04-06,2019-10-09,3
EMP114,Employee_114,49,Male,Operations,Coordinator,72829,2018-05-13,,4
EMP115,Employee_115,42,Female,Operations,Coordinator,73833,2023-03-01,,2
EMP116,Employee_116,53,Male,Operations,Operations Manager,87243,2023-11-16,,2
EMP117,Employee_117,33,Male,Marketing,Marketing Manager,102610,2021-11-11,,5
EMP118,Employee_118,45,Non-binary,HR,Recruiter,99801,2019-11-04,,4
EMP119,Employee_119,49,Male,HR,Recruiter,118262,2018-04-27,,1
EMP120,Employee_120,47,Non-binary,Sales,Account Manager,53007,2018-05-22,,1
EMP121,Employee_121,51,Female,Sales,Sales Executive,50363,2022-05-16,,1
EMP122,Employee_122,35,Female,Marketing,Content Writer,81959,2022-01-13,,4
EMP123,Employee_123,38,Male,HR,HR Specialist,111995,2022-02-25,,5
EMP124,Employee_124,42,Male,Engineering,Technical Lead,41129,2019-04-14,,5
EMP125,Employee_125,34,Non-binary,Marketing,SEO Specialist,40149,2023-11-23,,5
EMP126,Employee_126,59,Female,HR,HR Manager,54214,2020-07-09,,1
EMP127,Employee_127,42,Non-binary,HR,HR Manager,92524,2020-04-11,,1
EMP128,Employee_128,32,Male,Operations,Coordinator,119830,2023-05-31,,4
EMP129,Employee_129,36,Male,Engineering,Technical Lead,109241,2020-12-28,,4
EMP130,Employee_130,59,Non-binary,HR,Recruiter,85949,2022-01-28,,2
EMP131,Employee_131,30,Female,Operations,Operations Manager,114470,2022-09-30,,5
EMP132,Employee_132,42,Female,Marketing,SEO Specialist,41767,2019-02-03,,5
EMP133,Employee_133,58,Male,Sales,Sales Representative,87832,2020-08-11,,1
EMP134,Employee_134,42,Male,Sales,Account Manager,79802,2018-09-15,,2
EMP135,Employee_135,29,Female,Operations,Project Manager,87582,2018-06-05,2020-06-26,2
EMP136,Employee_136,45,Female,Engineering,DevOps Engineer,119421,2020-01-20,,3
EMP137,Employee_137,39,Female,Marketing,SEO Specialist,114560,2021-07-21,,2
EMP138,Employee_138,42,Male,HR,HR Manager,76304,2018-09-21,2020-11-17,4
EMP139,Employee_139,34,Female,Operations,Project Manager,56597,2022-05-15,,2
EMP140,Employee_140,53,Female,Finance,Financial Analyst,71026,2020-05-03,,3
EMP141,Employee_141,56,Non-binary,Finance,Finance Manager,57701,2020-03-26,,2
EMP142,Employee_142,46,Non-binary,Finance,Financial Analyst,90851,2018-09-02,2018-12-16,1
EMP143,Employee_143,23,Male,HR,Recruiter,55262,2019-10-08,,4
EMP144,Employee_144,33,Non-binary,HR,Recruiter,94982,2021-02-08,,5
EMP145,Employee_145,28,Female,HR,HR Specialist,103523,2021-01-22,,3
EMP146,Employee_146,41,Male,Marketing,Content Writer,112066,2019-05-18,,5
EMP147,Employee_147,27,Non-binary,HR,HR Manager,88242,2022-05-11,,2
EMP148,Employee_148,34,Non-binary,Finance,Finance Manager,81469,2021-05-10,,4
EMP149,Employee_149,30,Male,HR,HR Specialist,81560,2022-07-12,,3
EMP150,Employee_150,41,Non-binary,Operations,Coordinator,85229,2020-06-02,,4
EMP151,Employee_151,31,Female,Operations,Project Manager,100402,2019-07-31,,1
EMP152,Employee_152,43,Non-binary,Engineering,QA Engineer,119479,2021-09-05,2024-01-25,1
EMP153,Employee_153,24,Female,Operations,Project Manager,60301,2018-07-09,,4
EMP154,Employee_154,58,Female,Finance,Finance Manager,119931,2019-07-30,,5
EMP155,Employee_155,49,Male,Finance,Financial Analyst,112316,2020-05-23,2022-09-23,3
EMP156,Employee_156,48,Male,Engineering,Software Engineer,102350,2021-05-29,,4
EMP157,Employee_157,47,Male,Marketing,Content Writer,47316,2021-11-23,,1
EMP158,Employee_158,23,Male,Finance,Finance Manager,100511,2019-03-19,,4
EMP159,Employee_159,36,Male,Finance,Financial Analyst,82372,2019-06-02,,4
EMP160,Employee_160,59,Non-binary,Marketing,Content Writer,49601,2019-06-04,,3
EMP161,Employee_161,57,Male,HR,HR Manager,41592,2018-08-18,,1
EMP162,Employee_162,32,Male,Finance,Accountant,72217,2019-02-18,,5
EMP163,Employee_163,49,Male,Operations,Coordinator,43379,2019-12-29,,3
EMP164,Employee_164,56,Male,Marketing,Marketing Manager,58847,2019-09-25,2023-03-18,2
EMP165,Employee_165,42,Non-binary,Operations,Project Manager,107721,2018-08-07,,5
EMP166,Employee_166,28,Male,HR,Recruiter,51453,2021-07-07,,4
EMP167,Employee_167,45,Female,Engineering,Software Engineer,50877,2022-10-24,,1
EMP168,Employee_168,41,Female,HR,Recruiter,79757,2020-05-09,,5
EMP169,Employee_169,56,Non-binary,Engineering,Technical Lead,66770,2019-12-22,2022-05-16,2
EMP170,Employee_170,29,Female,Finance,Finance Manager,74469,2021-06-27,,5
EMP171,Employee_171,34,Non-binary,HR,HR Manager,105828,2020-07-14,,4
EMP172,Employee_172,57,Female,HR,HR Specialist,101819,2022-08-24,,4
EMP173,Employee_173,42,Non-binary,Marketing,Content Writer,66342,2019-02-09,2020-12-23,3
EMP174,Employee_174,56,Female,Operations,Operations Manager,55159,2019-07-15,2022-06-18,3
EMP175,Employee_175,45,Non-binary,HR,HR Manager,75413,2022-04-22,,2
EMP176,Employee_176,47,Female,HR,HR Manager,116726,2022-06-28,2025-08-28,4
EMP177,Employee_177,59,Female,Sales,Account Manager,112810,2021-11-20,,4
EMP178,Employee_178,35,Female,Finance,Financial Analyst,48147,2022-09-04,,5
EMP179,Employee_179,57,Non-binary,Sales,Sales Representative,68831,2023-01-23,2026-04-06,4
EMP180,Employee_180,59,Male,Operations,Operations Manager,111623,2019-04-11,,4
EMP181,Employee_181,57,Female,Finance,Accountant,44537,2021-02-13,,2
EMP182,Employee_182,59,Non-binary,Engineering,QA Engineer,101041,2021-06-14,2023-06-20,1
EMP183,Employee_183,56,Non-binary,Finance,Finance Manager,70543,2020-05-15,,4
EMP184,Employee_184,29,Non-binary,Sales,Account Manager,79757,2019-04-22,,2
EMP185,Employee_185,30,Male,Sales,Sales Executive,115998,2022-04-28,,3
EMP186,Employee_186,58,Non-binary,Operations,Operations Manager,94469,2021-09-20,,3
EMP187,Employee_187,54,Female,Finance,Accountant,50249,2019-02-27,,4
EMP188,Employee_188,23,Female,Finance,Financial Analyst,58107,2020-02-01,,1
EMP189,Employee_189,32,Male,Marketing,Marketing Manager,61307,2018-04-13,,2
EMP190,Employee_190,34,Non-binary,Operations,Project Manager,90767,2022-02-02,,3
EMP191,Employee_191,49,Non-binary,Sales,Account Manager,46104,2021-09-19,,3
EMP192,Employee_192,29,Male,Sales,Sales Representative,69179,2019-03-21,,5
EMP193,Employee_193,34,Female,HR,HR Specialist,108214,2023-06-30,,1
EMP194,Employee_194,58,Female,Operations,Project Manager,47945,2021-10-23,,1
EMP195,Employee_195,46,Male,Operations,Project Manager,62269,2022-02-12,,5
EMP196,Employee_196,32,Non-binary,Finance,Accountant,80771,2018-04-09,2019-08-03,1
EMP197,Employee_197,22,Female,Operations,Operations Manager,80825,2018-12-03,,5
EMP198,Employee_198,38,Non-binary,Finance,Accountant,65123,2022-11-14,,2
EMP199,Employee_199,51,Male,Engineering,DevOps Engineer,51945,2020-08-09,,1
EMP200,Employee_200,34,Non-binary,Sales,Account Manager,55012,2023-02-07,,5
EMP201,Employee_201,33,Male,Finance,Accountant,80925,2023-08-19,,1
EMP202,Employee_202,31,Non-binary,HR,HR Manager,60562,2022-05-14,,1
EMP203,Employee_203,60,Male,Marketing,Marketing Manager,65474,2019-04-08,,3
EMP204,Employee_204,39,Female,Marketing,Marketing Manager,89673,2018-12-27,,1
EMP205,Employee_205,45,Non-binary,Sales,Account Manager,57316,2020-11-26,,3
EMP206,Employee_206,39,Male,HR,Recruiter,47780,2020-09-24,,4
EMP207,Employee_207,50,Female,Sales,Sales Representative,80142,2020-07-09,,3
EMP208,Employee_208,27,Non-binary,Sales,Account Manager,104439,2021-09-20,,1
EMP209,Employee_209,43,Female,Marketing,Content Writer,51039,2023-03-20,,4
EMP210,Employee_210,47,Female,HR,HR Specialist,56175,2021-05-20,,1
EMP211,Employee_211,41,Non-binary,Sales,Sales Representative,92487,2018-01-29,,5
EMP212,Employee_212,58,Female,Finance,Finance Manager,112293,2021-08-10,2023-12-13,5
EMP213,Employee_213,36,Non-binary,Marketing,Content Writer,119528,2022-03-26,,1
EMP214,Employee_214,36,Male,Sales,Sales Representative,107088,2021-04-17,,2
EMP215,Employee_215,30,Male,HR,HR Specialist,51774,2019-05-10,,1
EMP216,Employee_216,39,Male,HR,Recruiter,118098,2022-01-05,,5
EMP217,Employee_217,60,Non-binary,Marketing,Content Writer,62667,2018-06-26,,1
EMP218,Employee_218,57,Male,Marketing,Content Writer,98774,2019-01-11,,3
EMP219,Employee_219,47,Non-binary,Finance,Finance Manager,74493,2020-09-06,,3
EMP220,Employee_220,46,Female,Engineering,Software Engineer,112184,2020-12-27,,2
EMP221,Employee_221,47,Male,Marketing,SEO Specialist,62087,2018-01-01,,2
EMP222,Employee_222,47,Non-binary,Operations,Operations Manager,74746,2022-04-26,2025-11-12,2
EMP223,Employee_223,35,Male,HR,HR Specialist,118177,2018-12-18,,2
EMP224,Employee_224,26,Female,Marketing,SEO Specialist,91394,2019-09-21,,1
EMP225,Employee_225,43,Non-binary,Sales,Account Manager,99772,2021-03-21,2022-03-25,5
EMP226,Employee_226,60,Male,Marketing,Content Writer,112983,2019-12-05,,3
EMP227,Employee_227,30,Male,Operations,Operations Manager,44873,2023-01-10,2026-02-22,3
EMP228,Employee_228,34,Female,HR,HR Specialist,48611,2019-06-25,2022-05-15,2
EMP229,Employee_229,34,Male,Sales,Sales Executive,93809,2019-10-12,,3
EMP230,Employee_230,49,Female,HR,Recruiter,92920,2023-04-21,,1
EMP231,Employee_231,36,Male,Finance,Accountant,110680,2018-05-05,,3
EMP232,Employee_232,46,Non-binary,Finance,Financial Analyst,43044,2021-03-14,,4
EMP233,Employee_233,41,Male,Finance,Financial Analyst,98936,2018-10-03,2022-10-02,3
EMP234,Employee_234,25,Female,HR,Recruiter,84371,2022-05-03,2024-02-19,3
EMP235,Employee_235,50,Female,Marketing,Content Writer,42239,2021-12-11,,2
EMP236,Employee_236,39,Female,Sales,Sales Representative,82683,2020-10-03,,3
EMP237,Employee_237,53,Female,Operations,Coordinator,118475,2021-08-04,,2
EMP238,Employee_238,58,Male,Finance,Financial Analyst,102317,2019-06-12,,5
EMP239,Employee_239,48,Non-binary,Sales,Sales Executive,48626,2020-08-29,,3
EMP240,Employee_240,52,Female,Marketing,Content Writer,103812,2020-01-11,,5
EMP241,Employee_241,39,Female,Marketing,SEO Specialist,81239,2023-10-29,,2
EMP242,Employee_242,40,Non-binary,Finance,Financial Analyst,75497,2018-02-13,,4
EMP243,Employee_243,54,Female,Marketing,Marketing Manager,60594,2019-05-17,2020-09-18,3
EMP244,Employee_244,46,Male,Marketing,SEO Specialist,55072,2018-06-28,,5
EMP245,Employee_245,53,Male,Marketing,Content Writer,46094,2018-02-14,,2
EMP246,Employee_246,48,Non-binary,Sales,Sales Representative,75530,2023-05-27,2024-10-11,5
EMP247,Employee_247,46,Non-binary,Finance,Financial Analyst,96742,2020-08-26,2023-06-22,5
EMP248,Employee_248,45,Non-binary,Sales,Sales Executive,92199,2023-08-26,2024-01-14,1
EMP249,Employee_249,41,Female,Marketing,Marketing Manager,51098,2022-05-20,,5
EMP250,Employee_250,58,Non-binary,HR,Recruiter,40821,2022-10-03,,5
EMP251,Employee_251,52,Male,HR,HR Manager,119428,2023-06-08,,5
EMP252,Employee_252,26,Male,Engineering,QA Engineer,41126,2023-08-31,,4
EMP253,Employee_253,47,Male,Sales,Sales Executive,46343,2018-05-21,,4
EMP254,Employee_254,28,Female,Engineering,Software Engineer,72622,2021-02-25,,2
EMP255,Employee_255,32,Female,Operations,Operations Manager,48878,2022-06-20,,1
EMP256,Employee_256,25,Non-binary,Finance,Finance Manager,102002,2023-12-04,2024-10-15,4
EMP257,Employee_257,36,Female,Marketing,Marketing Manager,64954,2019-10-07,,4
EMP258,Employee_258,45,Non-binary,Engineering,Software Engineer,106205,2020-03-29,,2
EMP259,Employee_259,51,Female,Marketing,Content Writer,85337,2023-05-08,,5
EMP260,Employee_260,39,Non-binary,Finance,Financial Analyst,54430,2019-09-27,,5
EMP261,Employee_261,25,Non-binary,Operations,Coordinator,107865,2022-06-25,2025-04-27,4
EMP262,Employee_262,28,Male,Finance,Financial Analyst,87857,2020-10-08,,5
EMP263,Employee_263,54,Non-binary,HR,HR Manager,111487,2023-05-28,,1
EMP264,Employee_264,27,Male,Finance,Financial Analyst,67015,2018-09-29,,4
EMP265,Employee_265,40,Male,Engineering,QA Engineer,40140,2022-05-02,2024-12-20,2
EMP266,Employee_266,27,Non-binary,Operations,Project Manager,97296,2020-04-19,,2
EMP267,Employee_267,47,Non-binary,Operations,Operations Manager,75865,2021-06-20,,3
EMP268,Employee_268,50,Male,Finance,Finance Manager,83957,2023-09-20,2025-10-08,5
EMP269,Employee_269,23,Male,Engineering,DevOps Engineer,45213,2020-09-15,,1
EMP270,Employee_270,35,Non-binary,Engineering,DevOps Engineer,94885,2018-08-27,,3
EMP271,Employee_271,33,Non-binary,Marketing,Content Writer,109015,2019-06-19,2022-12-18,4
EMP272,Employee_272,34,Female,HR,Recruiter,110737,2022-03-06,,2
EMP273,Employee_273,60,Male,Operations,Project Manager,64590,2023-12-30,,4
EMP274,Employee_274,52,Female,Marketing,Content Writer,80357,2023-03-28,,4
EMP275,Employee_275,23,Female,Finance,Financial Analyst,116319,2021-08-28,,3
EMP276,Employee_276,48,Non-binary,HR,Recruiter,111676,2019-02-09,,1
EMP277,Employee_277,31,Female,Finance,Accountant,96606,2022-09-18,,1
EMP278,Employee_278,44,Male,Operations,Operations Manager,43897,2023-05-31,,5
EMP279,Employee_279,34,Male,Sales,Account Manager,48917,2023-02-19,,5
EMP280,Employee_280,28,Non-binary,Engineering,DevOps Engineer,71686,2023-07-29,,1
EMP281,Employee_281,38,Non-binary,Marketing,Content Writer,106462,2023-11-27,,5
EMP282,Employee_282,53,Male,HR,HR Specialist,67448,2019-06-07,,4
EMP283,Employee_283,44,Female,Operations,Coordinator,82510,2019-07-11,,1
EMP284,Employee_284,38,Female,Engineering,Software Engineer,101124,2021-11-19,2023-09-28,2
EMP285,Employee_285,27,Non-binary,HR,Recruiter,75412,2018-12-05,,3
EMP286,Employee_286,38,Female,Marketing,SEO Specialist,111756,2020-02-27,,3
EMP287,Employee_287,34,Non-binary,HR,Recruiter,119672,2023-08-31,,5
EMP288,Employee_288,52,Non-binary,Engineering,Technical Lead,110927,2022-07-15,,4
EMP289,Employee_289,51,Male,HR,HR Manager,108566,2018-08-06,,2
EMP290,Employee_290,39,Non-binary,Sales,Sales Representative,40066,2018-07-29,,4
EMP291,Employee_291,49,Male,Engineering,DevOps Engineer,59456,2022-12-02,,2
EMP292,Employee_292,58,Female,Operations,Coordinator,80100,2021-01-26,,4
EMP293,Employee_293,56,Female,Finance,Accountant,111176,2021-05-29,,3
EMP294,Employee_294,42,Non-binary,Sales,Sales Representative,47240,2020-11-19,2024-02-28,3
EMP295,Employee_295,41,Female,Operations,Coordinator,116152,2019-07-05,,2
EMP296,Employee_296,41,Non-binary,Sales,Account Manager,53031,2023-11-14,,3
EMP297,Employee_297,44,Non-binary,Marketing,SEO Specialist,80153,2019-07-06,,2
EMP298,Employee_298,55,Female,Sales,Account Manager,60066,2018-11-12,2020-11-19,5
EMP299,Employee_299,29,Non-binary,Marketing,Content Writer,48433,2018-11-20,,3
EMP300,Employee_300,31,Male,Marketing,Marketing Manager,95428,2023-10-30,,4
EMP301,Employee_301,50,Male,Engineering,DevOps Engineer,77092,2019-11-09,,1
EMP302,Employee_302,27,Female,Marketing,SEO Specialist,93625,2019-10-25,,3
EMP303,Employee_303,52,Female,Marketing,Marketing Manager,63645,2020-11-05,2023-04-09,1
EMP304,Employee_304,51,Female,Operations,Project Manager,108646,2021-09-06,2023-01-20,1
EMP305,Employee_305,58,Female,Finance,Accountant,40899,2020-05-24,,5
EMP306,Employee_306,48,Female,Engineering,QA Engineer,114022,2021-11-11,,5
EMP307,Employee_307,27,Non-binary,HR,HR Specialist,64024,2022-10-23,,5
EMP308,Employee_308,42,Non-binary,HR,HR Specialist,96883,2020-07-16,2021-04-25,3
EMP309,Employee_309,35,Female,Marketing,Content Writer,108333,2022-07-13,,5
EMP310,Employee_310,46,Male,Operations,Operations Manager,41550,2021-09-18,,5
EMP311,Employee_311,36,Female,Marketing,Content Writer,71202,2019-12-29,,3
EMP312,Employee_312,59,Female,Engineering,Technical Lead,113615,2022-03-21,,5
EMP313,Employee_313,36,Non-binary,HR,HR Specialist,49463,2019-06-30,,2
EMP314,Employee_314,36,Female,Operations,Project Manager,46650,2020-11-07,,4
EMP315,Employee_315,38,Non-binary,Marketing,SEO Specialist,102786,2019-05-30,2020-12-17,3
EMP316,Employee_316,33,Male,Finance,Accountant,58982,2022-07-22,,5
EMP317,Employee_317,45,Female,Sales,Account Manager,70803,2021-03-22,,5
EMP318,Employee_318,23,Female,Operations,Project Manager,52415,2020-02-10,2023-02-16,5
EMP319,Employee_319,60,Female,Marketing,Content Writer,82344,2021-05-22,,2
EMP320,Employee_320,49,Non-binary,Marketing,SEO Specialist,79082,2023-04-15,2025-03-15,5
EMP321,Employee_321,49,Male,Sales,Sales Executive,94960,2021-04-02,,3
EMP322,Employee_322,39,Female,Engineering,DevOps Engineer,100967,2022-09-03,,1
EMP323,Employee_323,54,Female,Engineering,Software Engineer,103020,2021-09-27,,2
EMP324,Employee_324,42,Male,Marketing,Marketing Manager,68660,2021-01-02,,2
EMP325,Employee_325,42,Female,Operations,Project Manager,85679,2022-07-12,,4
EMP326,Employee_326,45,Female,Finance,Finance Manager,59889,2019-09-14,,5
EMP327,Employee_327,50,Female,Engineering,QA Engineer,108042,2019-09-09,,4
EMP328,Employee_328,33,Male,Operations,Project Manager,110416,2020-11-22,,3
EMP329,Employee_329,38,Male,HR,HR Specialist,89035,2021-03-08,,5
EMP330,Employee_330,31,Non-binary,Engineering,DevOps Engineer,114757,2020-08-10,2024-01-29,2
EMP331,Employee_331,40,Male,Sales,Account Manager,105305,2019-10-30,,3
EMP332,Employee_332,57,Female,Engineering,Technical Lead,93928,2019-02-08,2022-02-09,5
