EmployeeID,Name,Age,Gender,Department,JobRole,Salary,HireDate,ExitDate,PerformanceRating
EMP200,Employee_200,53,Female,Operations,Operations Manager,88206,2022-09-01,,2
EMP201,Employee_201,31,Male,Sales,Sales Executive,77661,2021-09-04,2024-03-27,2
EMP202,Employee_202,39,Non-binary,Engineering,Technical Lead,90353,2022-06-22,,1
EMP203,Employee_203,48,Non-binary,Operations,Project Manager,48677,2022-09-16,,2
EMP204,Employee_204,58,Male,Finance,Accountant,64348,2021-02-02,,4
EMP205,Employee_205,23,Non-binary,Operations,Operations Manager,61377,2018-01-03,,3
EMP206,Employee_206,55,Female,Marketing,Marketing Manager,76028,2021-07-03,,3
EMP207,Employee_207,44,Non-binary,Engineering,DevOps Engineer,58817,2018-08-04,,3
EMP208,Employee_208,25,Non-binary,Marketing,SEO Specialist,70484,2022-09-26,2024-01-13,1
EMP209,Employee_209,34,Non-binary,Finance,Finance Manager,57285,2019-05-03,,4
EMP210,Employee_210,29,Non-binary,Sales,Account Manager,65020,2019-05-25,,3
EMP211,Employee_211,38,Female,Sales,Account Manager,87408,2019-05-27,2023-03-10,4
EMP212,Employee_212,44,Male,Finance,Accountant,111575,2023-06-02,,3
EMP213,Employee_213,38,Male,Finance,Accountant,86690,2019-06-17,,2
EMP214,Employee_214,55,Male,Sales,Account Manager,80965,2023-05-18,,2
EMP215,Employee_215,26,Female,Finance,Finance Manager,108884,2022-09-17,,3
EMP216,Employee_216,46,Male,Sales,Sales Executive,56025,2019-06-15,,2
EMP217,Employee_217,31,Male,Finance,Finance Manager,51029,2018-04-28,,3
EMP218,Employee_218,43,Male,Finance,Financial Analyst,99595,2022-02-03,,5
EMP219,Employee_219,50,Female,Operations,Operations Manager,109293,2019-09-10,,4
EMP220,Employee_220,33,Non-binary,Engineering,QA Engineer,65720,2022-09-04,,5
EMP221,Employee_221,54,Male,Operations,Coordinator,118733,2020-04-20,2023-09-02,1
EMP222,Employee_222,26,Female,Marketing,SEO Specialist,101336,2018-07-22,,1
EMP223,Employee_223,37,Female,Marketing,Content Writer,100770,2020-10-17,2021-03-31,4
EMP224,Employee_224,28,Female,Finance,Accountant,64578,2018-11-10,,3
EMP225,Employee_225,36,Female,Operations,Coordinator,104297,2020-04-07,,5
EMP226,Employee_226,56,Non-binary,Engineering,QA Engineer,69374,2019-02-03,2019-06-13,5
EMP227,Employee_227,59,Non-binary,HR,Recruiter,93850,2023-05-01,2026-01-05,3
EMP228,Employee_228,39,Male,Marketing,SEO Specialist,88852,2020-12-02,,2
EMP229,Employee_229,55,Non-binary,Operations,Operations Manager,79537,2021-04-03,,3
EMP230,Employee_230,56,Non-binary,Marketing,SEO Specialist,81522,2020-05-13,2022-10-04,1
EMP231,Employee_231,52,Female,HR,HR Manager,104040,2021-05-08,2022-06-01,2
EMP232,Employee_232,32,Female,Finance,Accountant,40640,2018-02-02,,4
EMP233,Employee_233,40,Female,Sales,Account Manager,93134,2019-02-10,,4
EMP234,Employee_234,37,Female,HR,HR Specialist,64535,2020-03-07,,4
EMP235,Employee_235,47,Non-binary,Marketing,SEO Specialist,99776,2018-01-05,,5
EMP236,Employee_236,48,Female,Operations,Operations Manager,104891,2019-11-08,,1
EMP237,Employee_237,30,Non-binary,Sales,Sales Executive,86804,2019-01-26,,1
EMP238,Employee_238,31,Male,Finance,Financial Analyst,99994,2019-12-19,,2
EMP239,Employee_239,52,Female,Engineering,Software Engineer,47107,2019-01-15,,5
EMP240,Employee_240,46,Male,Sales,Sales Representative,82874,2023-03-07,,4
EMP241,Employee_241,42,Non-binary,Marketing,Content Writer,55449,2019-01-28,,1
EMP242,Employee_242,51,Male,Finance,Finance Manager,109300,2019-07-19,,4
EMP243,Employee_243,43,Female,HR,HR Specialist,100440,2018-09-07,,1
EMP244,Employee_244,54,Male,Engineering,DevOps Engineer,65989,2023-10-18,,3
EMP245,Employee_245,56,Non-binary,Sales,Account Manager,53371,2018-04-09,,2
EMP246,Employee_246,44,Female,Finance,Financial Analyst,88241,2021-04-01,,3
EMP247,Employee_247,23,Female,Finance,Accountant,64202,2022-07-12,,2
EMP248,Employee_248,48,Male,Marketing,Content Writer,68318,2020-08-12,,3
EMP249,Employee_249,32,Female,Engineering,DevOps Engineer,63350,2020-01-26,2020-05-27,5
EMP250,Employee_250,57,Female,Operations,Coordinator,81912,2018-10-14,,3
EMP251,Employee_251,42,Non-binary,Operations,Coordinator,44498,2020-07-15,,3
EMP252,Employee_252,56,Non-binary,Sales,Sales Representative,50086,2019-01-13,,5
EMP253,Employee_253,24,Female,Operations,Operations Manager,56933,2018-05-28,,5
EMP254,Employee_254,50,Female,Marketing,Marketing Manager,103565,2021-11-28,,4
EMP255,Employee_255,31,Female,Finance,Financial Analyst,59088,2019-04-27,2020-11-11,3
EMP256,Employee_256,43,Non-binary,Marketing,SEO Specialist,116129,2022-07-11,2022-08-13,2
EMP257,Employee_257,57,Male,HR,HR Manager,47819,2021-04-12,,5
EMP258,Employee_258,43,Female,Operations,Coordinator,81001,2022-05-02,,5
EMP259,Employee_259,53,Male,Operations,Operations Manager,43934,2021-03-05,,3
EMP260,Employee_260,34,Non-binary,Finance,Financial Analyst,64356,2021-04-06,,1
EMP261,Employee_261,57,Male,Finance,Finance Manager,96294,2018-05-27,2019-11-30,3
EMP262,Employee_262,60,Male,Operations,Project Manager,89985,2021-05-02,,3
EMP263,Employee_263,47,Non-binary,Sales,Account Manager,115667,2019-04-17,,3
EMP264,Employee_264,33,Non-binary,Sales,Account Manager,115877,2023-10-10,,2
EMP265,Employee_265,30,Female,Operations,Operations Manager,66142,2020-03-23,2023-11-14,5
EMP266,Employee_266,31,Female,Sales,Sales Representative,76488,2023-03-15,,1
EMP267,Employee_267,45,Female,Finance,Accountant,69481,2020-08-06,,5
EMP268,Employee_268,44,Male,HR,HR Manager,62832,2021-02-16,,1
EMP269,Employee_269,38,Non-binary,HR,Recruiter,44913,2020-02-08,2023-06-27,3
EMP270,Employee_270,52,Female,HR,HR Manager,65246,2023-01-20,,2
EMP271,Employee_271,29,Male,Finance,Finance Manager,111648,2023-10-21,,1
EMP272,Employee_272,36,Non-binary,HR,Recruiter,73691,2020-11-27,,5
EMP273,Employee_273,37,Male,Engineering,Technical Lead,94559,2018-11-17,,4
EMP274,Employee_274,45,Non-binary,Finance,Financial Analyst,82397,2023-05-15,,1
EMP275,Employee_275,58,Non-binary,Engineering,QA Engineer,92060,2023-11-12,,4
EMP276,Employee_276,31,Male,Engineering,Software Engineer,92089,2020-12-28,2024-11-14,2
EMP277,Employee_277,23,Male,Marketing,SEO Specialist,95392,2023-08-26,,5
EMP278,Employee_278,50,Non-binary,Finance,Financial Analyst,85892,2020-08-31,,3
EMP279,Employee_279,41,Non-binary,Engineering,Technical Lead,78029,2020-09-07,,1
EMP280,Employee_280,32,Male,Marketing,Marketing Manager,84641,2021-10-02,2022-12-05,4
EMP281,Employee_281,42,Non-binary,Marketing,Content Writer,85471,2020-06-11,,3
EMP282,Employee_282,57,Male,Finance,Finance Manager,89270,2023-01-27,,1
EMP283,Employee_283,38,Non-binary,Operations,Project Manager,66694,2018-03-04,2021-07-22,4
EMP284,Employee_284,52,Male,Engineering,QA Engineer,78184,2019-12-06,,3
EMP285,Employee_285,32,Female,Sales,Account Manager,94083,2022-02-03,,3
EMP286,Employee_286,25,Male,Marketing,Content Writer,55631,2019-05-24,2022-07-11,3
EMP287,Employee_287,42,Male,Finance,Accountant,80461,2020-09-12,,2
EMP288,Employee_288,27,Female,HR,HR Specialist,105773,2021-06-24,2023-01-18,5
EMP289,Employee_289,56,Female,Operations,Coordinator,77444,2023-08-09,,3
EMP290,Employee_290,55,Male,Marketing,Content Writer,83742,2020-03-03,,4
EMP291,Employee_291,52,Non-binary,Finance,Finance Manager,119812,2018-12-25,,3
EMP292,Employee_292,44,Female,Sales,Account Manager,64390,2018-05-29,,3
EMP293,Employee_293,42,Female,Finance,Financial Analyst,105392,2018-05-28,,2
EMP294,Employee_294,49,Non-binary,Operations,Coordinator,55929,2018-12-10,,5
EMP295,Employee_295,52,Non-binary,Finance,Finance Manager,63658,2023-05-25,,4
EMP296,Employee_296,35,Male,Sales,Sales Executive,93438,2023-03-06,,4
EMP297,Employee_297,48,Non-binary,HR,HR Manager,60017,2018-08-07,,3
EMP298,Employee_298,58,Male,Operations,Project Manager,100232,2020-07-08,2021-05-03,1
EMP299,Employee_299,27,Non-binary,Engineering,Technical Lead,41059,2023-08-12,,3
EMP300,Employee_300,57,Non-binary,Engineering,DevOps Engineer,83416,2020-09-16,,2
EMP301,Employee_301,22,Non-binary,HR,Recruiter,80481,2022-10-23,,2
EMP302,Employee_302,38,Non-binary,Engineering,QA Engineer,71632,2020-11-19,,3
EMP303,Employee_303,40,Male,Operations,Coordinator,60374,2022-12-30,,4
EMP304,Employee_304,59,Non-binary,Engineering,Technical Lead,69862,2018-03-05,,2
EMP305,Employee_305,26,Male,Marketing,Marketing Manager,104233,2021-01-30,,5
EMP306,Employee_306,59,Male,Operations,Project Manager,51804,2021-12-03,,1
EMP307,Employee_307,60,Male,Engineering,DevOps Engineer,83301,2020-06-17,,3
EMP308,Employee_308,22,Non-binary,HR,HR Specialist,45909,2019-03-20,,4
EMP309,Employee_309,42,Female,Marketing,Content Writer,73448,2021-05-20,,3
EMP310,Employee_310,43,Female,Engineering,Software Engineer,73420,2018-05-19,,5
EMP311,Employee_311,54,Male,Finance,Financial Analyst,78888,2021-09-23,,5
EMP312,Employee_312,58,Non-binary,Operations,Project Manager,103071,2021-10-14,,1
EMP313,Employee_313,33,Female,Sales,Account Manager,94026,2018-04-05,,2
EMP314,Employee_314,31,Non-binary,HR,HR Specialist,92870,2018-04-24,,5
EMP315,Employee_315,54,Male,Engineering,QA Engineer,64366,2020-03-22,2020-06-05,4
EMP316,Employee_316,27,Male,Engineering,QA Engineer,73243,2023-07-23,,4
EMP317,Employee_317,27,Male,Engineering,Software Engineer,63533,2018-12-15,,4
EMP318,Employee_318,26,Female,Operations,Operations Manager,66163,2023-05-09,,5
EMP319,Employee_319,30,Male,Engineering,Technical Lead,93906,2019-07-23,,3
EMP320,Employee_320,53,Male,Marketing,Marketing Manager,43184,2023-09-19,,4
EMP321,Employee_321,35,Non-binary,HR,HR Manager,87861,2019-07-22,2022-08-31,1
EMP322,Employee_322,58,Non-binary,Sales,Sales Representative,88834,2020-04-29,,2
EMP323,Employee_323,28,Male,Marketing,Marketing Manager,119249,2021-12-22,,5
EMP324,Employee_324,50,Male,Operations,Coordinator,103750,2022-08-24,,4
EMP325,Employee_325,45,Non-binary,HR,Recruiter,72576,2021-08-13,,2
EMP326,Employee_326,23,Non-binary,HR,Recruiter,118191,2018-10-31,,2
EMP327,Employee_327,26,Male,Finance,Accountant,112241,2022-05-27,,1
EMP328,Employee_328,43,Male,Engineering,Software Engineer,105149,2019-06-21,,4
EMP329,Employee_329,45,Female,Sales,Sales Executive,112221,2023-01-06,,1
EMP330,Employee_330,33,Non-binary,Marketing,SEO Specialist,50074,2021-04-27,2024-11-04,3
